authors,dates,statements,sources,targets,BianryTarget,BianryNumTarget
Gabrielle Lazor,"June 26, 2025",“The tow truck drivers in Los Angeles are quickly towing ICE vehicles improperly parked!”,Social Media,pants-fire,Fake,0
Ella Moore,"June 26, 2025",New York City mayoral candidate Zohran Mamdani is a communist.,Donald Trump,false,Fake,0
Loreben Tuquero,"June 25, 2025",“BREAKING NEWS: Dolly Parton announces her refusal to celebrate Pride Month in June.”,Facebook posts,pants-fire,Fake,0
Hope Karnopp,"June 25, 2025","“The state of Illinois has a lower income tax rate than we do, and a flat tax. It’s almost half of what the top bracket here in Wisconsin is.”",Josh Schoemann,mostly-true,Real,1
Loreben Tuquero,"June 24, 2025",The Republican tax and spending bill will provide a “tax cut for Social Security recipients.”,American Action Network,half-true,Fake,0
Gabrielle Lazor,"June 24, 2025",Video shows protesters “outraged” over U.S. attacks in Iran.,X posts,false,Fake,0
Grace Abels,"June 24, 2025",Video shows a woman wearing a rainbow hijab and a bomb vest who filmed her visit to Iran.,Social Media,pants-fire,Fake,0
Gabrielle Lazor,"June 23, 2025","Photo shows Israeli pilot Sarah Ahronot, who was captured by Iran.",X posts,false,Fake,0
Maria Briceño,"June 23, 2025",Video shows “massive fire after Iranian missile made impact in Tel Aviv” in June 2025.,X posts,false,Fake,0
Jill Terreri,"• June 22,","Four million more people live in Florida, but New York gets $20 billion more for Medicaid, because it covers illegal immigrants and adults without chronic illness.",Rick Scott,barely-true,Fake,0
Madison Czopek,"June 18, 2025",“Governor Tim Walz has DELETED every post he made praising Minnesota (assassin) Vance Boelter.”,Social Media,false,Fake,0
Loreben Tuquero,"June 18, 2025",Image shows accused shooter Vance Boelter wearing a “Resist” shirt.,X posts,pants-fire,Fake,0
Gabrielle Lazor,"June 17, 2025","Image shows an antifa debit card that can “automatically be funded after looting, rioting and gang stalking.”",X posts,false,Fake,0
Gabrielle Lazor,"June 17, 2025",Video shows the New York Mets “showed a Pride flag instead of the American flag” during the national anthem.,X posts,false,Fake,0
Madison Czopek,"June 16, 2025",The suspect in the Minnesota lawmakers’ shootings was driven by “Marxist” ideology.,Mike Lee,pants-fire,Fake,0
Louis Jacobson,"June 16, 2025","California has lower homicide rates than Alabama, Arkansas and Oklahoma.",Gavin Newsom,mostly-true,Real,1
Gabrielle Lazor,"June 16, 2025",Video shows Marine Corps attack helicopter over Los Angeles in response to immigration raid protests.,X posts,false,Fake,0
Ella Moore,"June 16, 2025",Photos show Travis Kelce and Taylor Swift participated in a “No Kings” rally.,Facebook posts,pants-fire,Fake,0
Ella Moore,"June 13, 2025","Says Karoline Leavitt said, “America cannot function if President Trump has to deal with co-equal branches of government having the ability to check his power.”",X posts,false,Fake,0
Gabrielle Lazor,"June 13, 2025","Companies called “T-Mellon Events” and “Fight Fite Fight LLC” are offering to pay “seat fillers” in Washington, D.C, on June 14.",Social Media,false,Fake,0
Ella Moore,"June 13, 2025",Immigration and Customs Enforcement agents raided Los Angeles' Gratts Learning Academy during a June graduation ceremony.,Instagram posts,false,Fake,0
Ella Moore,"June 12, 2025","Video shows woman exiting her car during the 2025 Los Angeles protests, shouting, “I have babies in the car!”",X posts,false,Fake,0
Maria Briceño,"June 12, 2025",Craigslist ad was “recruiting people for LA ‘protests.’”,TikTok posts,false,Fake,0
Ella Moore,"June 11, 2025",Video shows Los Angeles protesters chanting “We are Los Angeles” in June 2025.,TikTok posts,false,Fake,0
Louis Jacobson,"June 10, 2025","If the “Big, Beautiful” tax and spending bill doesn’t pass, “there will be a 68% tax increase.”",Donald Trump,false,Fake,0
Loreben Tuquero,"June 10, 2025",California Gov. Gavin Newsom shared images taken in 2021 and said they showed National Guard troops sleeping on the floor in June 2025.,Social Media,pants-fire,Fake,0
Loreben Tuquero,"June 9, 2025",Video shows “Marines have arrived in Los Angeles” June 8 to respond to immigration protests.,X posts,false,Fake,0
Maria Briceño,"June 9, 2025",“BREAKING: Rep. Maxine Waters calls for the United States to grant citizenship to every undocumented protester in Los Angeles” 2025 protests.,Facebook posts,false,Fake,0
Loreben Tuquero,"June 9, 2025",Video shows a police car burning during June 2025 Los Angeles protests.,X posts,false,Fake,0
Gabrielle Lazor,"June 6, 2025",Target “opts out of Pride month and replaced its Pride collection with an America First Summer display.”,X posts,false,Fake,0
Louis Jacobson,"June 6, 2025",“President Trump has granted pardons that have wiped out over $1 billion in debts owed by wealthy Americans who have committed fraud and broken the law.”,Liz Oyer,mostly-true,Real,1
Louis Jacobson,"June 4, 2025",“One out of every $5 or $6 in Medicaid (payments) is improper.”,Russell Vought,barely-true,Fake,0
Jill Terreri,"• June 1,",The state budget contains the largest middle class tax cut in 70 years.,Kathy Hochul,false,Fake,0
Maria Briceño,"May 30, 2025",Image shows Ben & Jerry’s is selling “Free Palestine” and “From the River to Sea” ice cream flavors.,Viral image,false,Fake,0
Paul Specht,"May 30, 2025",“Contractors are being rejected” from providing Hurricane Helene relief in North Carolina because of racial “quotas” required by the state.,Brenden Jones,false,Fake,0
Loreben Tuquero,"May 29, 2025",“We are not cutting” the Supplemental Nutrition Assistance Program.,Mike Johnson,false,Fake,0
Maria Ramirez,"• May 28,",Harvard University “refuse(s) to tell us” who its international students are.,Donald Trump,false,Fake,0
Maria Briceño,"May 28, 2025",El gobernador de Florida Ron DeSantis firmó ley que prohíbe a inmigrantes ilegalmente en el país echar gasolina.,TikTok posts,false,Fake,0
Amy Sherman,"May 28, 2025",The Republican tax and spending bill will let President Donald Trump “delay or cancel elections — legally.”,Social Media,false,Fake,0
Louis Jacobson,"May 28, 2025",“U.S. retail gasoline prices heading into Memorial Day weekend: 20 year low.”,U.S. Energy Department,half-true,Fake,0
Loreben Tuquero,"May 23, 2025","Rep. LaMonica McIver, D-N.J., started singing during a May 20 CNN interview.",X posts,false,Fake,0
Maria Briceño,"May 23, 2025","The slaying of two Israeli embassy employees in Washington, D.C., is a false flag.",X posts,pants-fire,Fake,0
Louis Jacobson,"May 22, 2025","In the House bill, “we’re not changing Medicaid,” only cutting “waste, fraud and abuse.”",Donald Trump,false,Fake,0
Loreben Tuquero,"May 22, 2025",The Sean “Diddy” Combs trial testimony revealed that former President Barack Obama was “caught in secret meetings with Diddy’s drug runner.”,X posts,false,Fake,0
Grace Abels,"May 21, 2025","Video shows the Qatari emir saying, “I truly regret inviting Trump, the robber, to the Middle East.”",Social Media,pants-fire,Fake,0
Amy Sherman,"May 21, 2025",Que California ofrezca acceso asequible a cuidado de salud para los inmigrantes ilegalmente en EE.UU.,Gavin Newsom,half-flip,Fake,0
Maria Briceño,"May 21, 2025",La presidenta de México Claudia Sheinbaum dijo que el choque del buque Cuauhtémoc contra el puente de Brooklyn en Nueva York no fue un accidente y puede ser un acto hostil.,TikTok posts,false,Fake,0
Louis Jacobson,"May 21, 2025",President Donald Trump’s tax and spending bill “does not add to the deficit.”,Karoline Leavitt,false,Fake,0
Loreben Tuquero,"May 21, 2025","While serving in Congress, Transportation Secretary Sean Duffy “voted against upgrading air traffic control systems.”",Robert Reich,barely-true,Fake,0
Grace Abels,"May 20, 2025",Former President Joe Biden’s cancer is a form of “turbo cancer” caused by mRNA vaccines.,X posts,false,Fake,0
Louis Jacobson,"May 20, 2025","“Gasoline prices have collapsed under President Trump.""",Scott Bessent,barely-true,Fake,0
Madison Czopek,"May 16, 2025","It’s “all true” that the measles vaccine wanes quickly, was never fully safety tested and contains fetal debris.",Robert F. Kennedy Jr.,false,Fake,0
Louis Jacobson,"May 16, 2025","“Republicans just unveiled their ‘big, beautiful bill,’ which will take Medicaid & health insurance away from 13.7 million Americans.”",Bernie Sanders,half-true,Fake,0
Amy Sherman,"May 16, 2025",On California offering affordable health care access for immigrants in the U.S. illegally.,Gavin Newsom,half-flip,Fake,0
Louis Jacobson,"May 16, 2025","Declining cargo traffic at U.S. ports “means we lose less money. … When you say it's slowed down, that's a good thing.”",Donald Trump,false,Fake,0
Maria Briceño,"May 16, 2025","Un vídeo muestra al presidente francés, Emmanuel Macron, al primer ministro del Reino Unido, Keir Starmer, y al canciller alemán, Friedrich Merz, con una bolsa de cocaína tras visitar al presidente ucraniano, Volodymyr Zelenskyy.",Alex Jones,pants-fire,Fake,0
Paul Specht,"May 15, 2025",“Google caved in to Trump. They erased Black History Month from the calendar.”,Marcia Morey,barely-true,Fake,0
Maria Ramirez,"• May 15,","The Immigration and Nationality Act “stripped Article III courts, that's the judicial branch, of jurisdiction over immigration cases.”",Stephen Miller,false,Fake,0
Louis Jacobson,"May 14, 2025","Under a new executive order, prescription drug prices will be reduced “almost immediately.”",Donald Trump,barely-true,Fake,0
Amy Sherman,"May 13, 2025","The Digital Equity Act is a handout ""based on race,” and “illegal.”",Donald Trump,false,Fake,0
Maria Briceño,"May 13, 2025","A video shows French President Emmanuel Macron, United Kingdom Prime Minister Keir Starmer and German Chancellor Freidrich Merz with a bag of cocaine after visiting Ukrainian President Volodymyr Zelenskyy.",Alex Jones,pants-fire,Fake,0
Maria Ramirez,"• May 12,","“In 1996, Congress specifically authorized the executive branch to conduct non-judicial deportations NOT SUBJECT TO DUE PROCESS.”",Social Media,false,Fake,0
Louis Jacobson,"May 12, 2025",“About 20% of households with veterans rely upon” the Supplemental Nutrition Assistance Program.,Hakeem Jeffries,barely-true,Fake,0
Maria Ramirez,"• May 9,","En los primeros 100 días del presidente Donald Trump, las incautaciones de fentanilo salvaron entre ""119 millones"" y ""258 millones"" de vidas.",Pam Bondi,pants-fire,Fake,0
Loreben Tuquero,"May 9, 2025",“China makes 80% of all toys” and “90% of all Christmas goods” sold in the U.S.,Charles Blow,true,Real,1
Madison Czopek,"May 9, 2025","Headline said, “Pope Leo XIV was a founding member of the 2020 anarchist Portland Autonomous Zone known as CHAZ.”",X posts,false,Fake,0
Grace Abels,"May 9, 2025","Robert Prevost, the Roman Catholic cardinal who was chosen to be the new pope, is a “registered Republican.”",X posts,barely-true,Fake,0
Madison Czopek,"May 8, 2025",“We have now close to $10 trillion” in investments. “We’re talking about essentially two months.”,Donald Trump,false,Fake,0
Maria Ramirez,"• May 8,","“If people come into our country illegally, there’s a different standard” for due process.",Donald Trump,false,Fake,0
Amy Sherman,"May 7, 2025",Canadian tourism to Florida has declined by 80%.,Jared Moskowitz,barely-true,Fake,0
Louis Jacobson,"May 6, 2025","""Republicans just voted in the House Judiciary Committee to allow Trump to DEPORT U.S. citizens to a foreign country.""",Eric Swalwell,barely-true,Fake,0
Madison Czopek,"May 6, 2025","Video shows Canadian Prime Minister Mark Carney saying effective June 1, “all vehicles manufactured before 2000 will be gradually phased off Canadian roads due to safety and emissions standards.”",TikTok posts,false,Fake,0
